original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
Jet Li made his last work in 1982.,jet li made last work 1982,REFUTES,161828,1,1,REFUTES,True,0.99496377,34,8,6-10,0.9-1.0
Steven Spielberg participates in the creation of movies.,steven spielberg participates creation movie,SUPPORTS,16815,0,0,SUPPORTS,True,0.9957033,56,8,6-10,0.9-1.0
The 1991 NBA Finals had the Lakers in it.,1991 nba final lakers,SUPPORTS,59329,0,0,SUPPORTS,True,0.9938643,41,9,6-10,0.9-1.0
Mary-Louise Parker received a Golden Globe and other awards.,marylouise parker received golden globe award,SUPPORTS,6418,0,0,SUPPORTS,True,0.99504197,60,9,6-10,0.9-1.0
Gunday is a film.,gunday film,SUPPORTS,159523,0,0,SUPPORTS,True,0.9949764,17,4,0-5,0.9-1.0
Justinian I passed away in 565.,justinian passed away 565,SUPPORTS,206358,0,0,SUPPORTS,True,0.9310177,31,6,6-10,0.9-1.0
"Star Trek is referenced in the 1999 movie, Crimson Tide.",star trek referenced 1999 movie crimson tide,SUPPORTS,1617,0,0,SUPPORTS,True,0.8048453,56,10,6-10,0.8-0.9
Alex Sharp was in a Broadway show.,alex sharp broadway show,SUPPORTS,7356,0,0,SUPPORTS,True,0.99592257,34,7,6-10,0.9-1.0
Kaminey is only a book.,kaminey book,REFUTES,116651,1,1,REFUTES,True,0.99800414,23,5,0-5,0.9-1.0
Giacomo Casanova was Italian.,giacomo casanova italian,SUPPORTS,14055,0,0,SUPPORTS,True,0.95199233,29,4,0-5,0.9-1.0
Franklin D. Roosevelt attended a boarding school in Texas.,franklin roosevelt attended boarding school texas,REFUTES,148623,1,1,REFUTES,True,0.90263796,58,9,6-10,0.9-1.0
Anorexia nervosa became more commonly diagnosed during the 21th century.,anorexia nervosa became commonly diagnosed 21th century,REFUTES,88120,1,1,REFUTES,True,0.4581724,72,10,6-10,0.4-0.5
A reflex is made possible by neural pathways that act on an impulse before it reaches the brain.,reflex made possible neural pathway act impulse reach brain,SUPPORTS,211686,0,0,SUPPORTS,True,0.9926403,96,18,16-20,0.9-1.0
Kitti's hog-nosed bat has a scientific name.,kittis hognosed bat scientific name,SUPPORTS,200056,0,0,SUPPORTS,True,0.6569773,44,7,6-10,0.6-0.7
Margaret Atwood has published short stories in a Canadian general interest magazine.,margaret atwood published short story canadian general interest magazine,SUPPORTS,78669,0,2,NOT ENOUGH INFO,False,0.932673,84,12,11-15,0.9-1.0
Mary Tyler Moore did not die from cardiopulmonary arrest.,mary tyler moore die cardiopulmonary arrest,REFUTES,95143,1,2,NOT ENOUGH INFO,False,0.7505086,57,9,6-10,0.7-0.8
Doug Ducey was a leader.,doug ducey leader,SUPPORTS,82350,0,0,SUPPORTS,True,0.98946613,24,5,0-5,0.9-1.0
Tony Blair was voted in subsequent to John Smith's death from a heart attack.,tony blair voted subsequent john smith death heart attack,SUPPORTS,82455,0,1,REFUTES,False,0.5014539,77,14,11-15,0.5-0.6
Guinevere is an original fairy tale from Disney.,guinevere original fairy tale disney,REFUTES,160587,1,1,REFUTES,True,0.9990435,48,8,6-10,0.9-1.0
A Song of Ice and Fire takes place in multiple castles.,song ice fire take place multiple castle,NOT ENOUGH INFO,140979,2,2,NOT ENOUGH INFO,True,0.9977533,55,11,11-15,0.9-1.0
Thailand has switched between government styles.,thailand switched government style,SUPPORTS,95540,0,0,SUPPORTS,True,0.84803367,48,6,6-10,0.8-0.9
Quentin Tarantino makes movies.,quentin tarantino make movie,SUPPORTS,27180,0,0,SUPPORTS,True,0.99626166,31,4,0-5,0.9-1.0
Ellen Burstyn worked on a show.,ellen burstyn worked show,NOT ENOUGH INFO,180384,2,0,SUPPORTS,False,0.993113,31,6,6-10,0.9-1.0
The Isle of Man used to be ruled by Norway.,isle man used ruled norway,SUPPORTS,10494,0,0,SUPPORTS,True,0.93546015,43,10,6-10,0.9-1.0
Peyton Manning played football.,peyton manning played football,SUPPORTS,42838,0,0,SUPPORTS,True,0.99545777,31,4,0-5,0.9-1.0
Machete is a real person.,machete real person,REFUTES,25795,1,1,REFUTES,True,0.999006,25,5,0-5,0.9-1.0
More than once Moses Malone won MVP.,moses malone mvp,SUPPORTS,128064,0,0,SUPPORTS,True,0.9939376,36,7,6-10,0.9-1.0
Ivan Lendl has won a new house.,ivan lendl new house,NOT ENOUGH INFO,86582,2,2,NOT ENOUGH INFO,True,0.99520147,31,7,6-10,0.9-1.0
Multiple video game consoles support Assassin's Creed.,multiple video game console support assassin creed,SUPPORTS,56614,0,0,SUPPORTS,True,0.9946267,54,7,6-10,0.9-1.0
The Girl on the Train was directed by Tate Taylor.,girl train directed tate taylor,SUPPORTS,169376,0,0,SUPPORTS,True,0.8522547,50,10,6-10,0.8-0.9
Brazil has the eighth largest economy both by GDP and by nominal GDP.,brazil eighth largest economy gdp nominal gdp,SUPPORTS,128772,0,1,REFUTES,False,0.4710047,69,13,11-15,0.4-0.5
Steven Knight is a director.,steven knight director,SUPPORTS,190301,0,0,SUPPORTS,True,0.9666727,28,5,0-5,0.9-1.0
The Eagles put out the album One of These Nights in 1968.,eagle put album one night 1968,REFUTES,98358,1,0,SUPPORTS,False,0.99378914,57,12,11-15,0.9-1.0
Silicon Valley is in the northern part of a state.,silicon valley northern part state,SUPPORTS,70561,0,0,SUPPORTS,True,0.9861141,50,10,6-10,0.9-1.0
Jennifer Jason Leigh had a role in a film.,jennifer jason leigh role film,SUPPORTS,86152,0,0,SUPPORTS,True,0.99605125,42,9,6-10,0.9-1.0
Ayn Rand opposed some ideologies.,ayn rand opposed ideology,SUPPORTS,9016,0,0,SUPPORTS,True,0.9954951,33,5,0-5,0.9-1.0
Cancer is a group of diseases.,cancer group disease,SUPPORTS,67595,0,0,SUPPORTS,True,0.99530387,30,6,6-10,0.9-1.0
The Catalyst is a single by Linkin Park.,catalyst single linkin park,SUPPORTS,6694,0,0,SUPPORTS,True,0.9956656,40,8,6-10,0.9-1.0
Brave is a 2010s film.,brave 2010s film,SUPPORTS,209148,0,0,SUPPORTS,True,0.9573209,22,5,0-5,0.9-1.0
Charlize Theron acted in The Burning Plain.,charlize theron acted burning plain,SUPPORTS,107772,0,0,SUPPORTS,True,0.9846721,43,7,6-10,0.9-1.0
Alex Sharp was in a West End show.,alex sharp west end show,SUPPORTS,95691,0,0,SUPPORTS,True,0.99504197,34,8,6-10,0.9-1.0
Sleep can be disrupted by sleep paralysis.,sleep disrupted sleep paralysis,SUPPORTS,209495,0,0,SUPPORTS,True,0.99590814,42,7,6-10,0.9-1.0
Joseph Gordon-Levitt starred in a movie.,joseph gordonlevitt starred movie,SUPPORTS,70564,0,0,SUPPORTS,True,0.9950165,40,6,6-10,0.9-1.0
Pan Am premiered on a network owned by Amazon.,pan premiered network owned amazon,REFUTES,71951,1,1,REFUTES,True,0.9938983,46,9,6-10,0.9-1.0
Remote Control Productions has provided the scores for movies.,remote control production provided score movie,SUPPORTS,27619,0,0,SUPPORTS,True,0.99457717,62,9,6-10,0.9-1.0
Celine Dion signed with one of Marvel's acting studios.,celine dion signed one marvel acting studio,NOT ENOUGH INFO,60506,2,2,NOT ENOUGH INFO,True,0.6055989,55,9,6-10,0.6-0.7
Batman can't fly.,batman cant fly,NOT ENOUGH INFO,7616,2,2,NOT ENOUGH INFO,True,0.9979101,17,3,0-5,0.9-1.0
Luke Evans played Gaston in Beauty and the Beast.,luke evans played gaston beauty beast,SUPPORTS,4889,0,0,SUPPORTS,True,0.9919154,49,9,6-10,0.9-1.0
Tom Morello became interested in film.,tom morello became interested film,NOT ENOUGH INFO,51657,2,0,SUPPORTS,False,0.9864705,38,6,6-10,0.9-1.0
The Martian was directed by Adam Sandler.,martian directed adam sandler,REFUTES,94957,1,0,SUPPORTS,False,0.6128168,41,7,6-10,0.6-0.7
John II of Portugal was a king.,john ii portugal king,SUPPORTS,158404,0,0,SUPPORTS,True,0.99354434,31,7,6-10,0.9-1.0
Robin was murdered by the Joker in a 1989 book.,robin murdered joker 1989 book,SUPPORTS,93409,0,2,NOT ENOUGH INFO,False,0.99641716,47,10,6-10,0.9-1.0
Justin Timberlake worked as a murderer.,justin timberlake worked murderer,NOT ENOUGH INFO,98470,2,2,NOT ENOUGH INFO,True,0.9983865,39,6,6-10,0.9-1.0
Slovenia joined OECD in 2010 and became part of a global association of high-income developed countries.,slovenia joined oecd 2010 became part global association highincome developed country,SUPPORTS,146904,0,0,SUPPORTS,True,0.90598494,104,16,16-20,0.9-1.0
Courtney Love was in a 2002 American-German crime thriller.,courtney love 2002 americangerman crime thriller,SUPPORTS,192378,0,1,REFUTES,False,0.47566774,59,9,6-10,0.4-0.5
Anthony Meindl has coached and worked with at least one actor.,anthony meindl coached worked least one actor,SUPPORTS,170755,0,0,SUPPORTS,True,0.9954834,62,11,11-15,0.9-1.0
Kill Bill: Volume 2 was directed by Quentin Tarantino and released in 2004.,kill bill volume 2 directed quentin tarantino released 2004,SUPPORTS,37543,0,0,SUPPORTS,True,0.9219504,75,13,11-15,0.9-1.0
Tequila cannot be made from a plant.,tequila cannot made plant,REFUTES,58159,1,1,REFUTES,True,0.95694625,36,7,6-10,0.9-1.0
"The population of Centralia, Pennsylvania was seven in 2013.",population centralia pennsylvania seven 2013,SUPPORTS,132609,0,0,SUPPORTS,True,0.78740185,60,9,6-10,0.7-0.8
Brad Pitt is an actor.,brad pitt actor,SUPPORTS,8144,0,0,SUPPORTS,True,0.9947232,22,5,0-5,0.9-1.0
Antonio Vivaldi was born in Venice.,antonio vivaldi born venice,SUPPORTS,186229,0,1,REFUTES,False,0.9878269,35,6,6-10,0.9-1.0
Tom Felton is an actor.,tom felton actor,SUPPORTS,59897,0,0,SUPPORTS,True,0.99517435,23,5,0-5,0.9-1.0
Batman: The Killing Joke was illustrated by a Swede.,batman killing joke illustrated swede,NOT ENOUGH INFO,185261,2,1,REFUTES,False,0.96977735,52,9,6-10,0.9-1.0
Bryan Cranston played Dr. Tim Whatley on a NBC comedy series.,bryan cranston played dr tim whatley nbc comedy series,SUPPORTS,4802,0,0,SUPPORTS,True,0.9885938,61,11,11-15,0.9-1.0
All About Eve won an award for Best Picture.,eve award best picture,SUPPORTS,161938,0,0,SUPPORTS,True,0.9497802,44,9,6-10,0.9-1.0
Peer Astrom only writes songs.,peer astrom writes song,NOT ENOUGH INFO,92480,2,0,SUPPORTS,False,0.9922011,30,5,0-5,0.9-1.0
"Ramona Marquez's birthday is February 24, 2001.",ramona marquezs birthday february 24 2001,SUPPORTS,83031,0,0,SUPPORTS,True,0.986073,47,7,6-10,0.9-1.0
7 Things is by James Blunt.,7 thing james blunt,REFUTES,136904,1,1,REFUTES,True,0.669874,27,6,6-10,0.6-0.7
The Legend of Tarzan (film) is a film that had zero reviews from critics only.,legend tarzan film film zero review critic,REFUTES,211882,1,1,REFUTES,True,0.96922684,78,15,11-15,0.9-1.0
Ivy League schools refuse to use Facebook.,ivy league school refuse use facebook,REFUTES,68036,1,1,REFUTES,True,0.9982565,42,7,6-10,0.9-1.0
Anne Frank lived by herself.,anne frank lived,NOT ENOUGH INFO,107773,2,0,SUPPORTS,False,0.99484295,28,5,0-5,0.9-1.0
There are featured guest artists in The Fall (Gorillaz album).,featured guest artist fall gorillaz album,SUPPORTS,30759,0,0,SUPPORTS,True,0.9947982,62,10,6-10,0.9-1.0
Selena Gomez is not an actress.,selena gomez actress,REFUTES,118018,1,1,REFUTES,True,0.9990601,31,6,6-10,0.9-1.0
Eminem has an album.,eminem album,SUPPORTS,208197,0,0,SUPPORTS,True,0.9914352,20,4,0-5,0.9-1.0
The Craft was written by Andrew Flemming.,craft written andrew flemming,NOT ENOUGH INFO,211086,2,2,NOT ENOUGH INFO,True,0.99588996,41,7,6-10,0.9-1.0
Kiefer Sutherland is an actor.,kiefer sutherland actor,SUPPORTS,13566,0,0,SUPPORTS,True,0.99550784,30,5,0-5,0.9-1.0
Bangladesh is in South America.,bangladesh south america,REFUTES,50933,1,1,REFUTES,True,0.99904376,31,5,0-5,0.9-1.0
Prison Break has three seasons.,prison break three season,REFUTES,63544,1,1,REFUTES,True,0.9927912,31,5,0-5,0.9-1.0
International Relations includes the U.N.,international relation includes un,NOT ENOUGH INFO,198972,2,2,NOT ENOUGH INFO,True,0.9971935,41,5,0-5,0.9-1.0
Furious 7 never concluded filming.,furious 7 never concluded filming,REFUTES,79261,1,1,REFUTES,True,0.9910035,34,5,0-5,0.9-1.0
Some people in Tanzania speak Swahili.,people tanzania speak swahili,SUPPORTS,73347,0,0,SUPPORTS,True,0.9926219,38,6,6-10,0.9-1.0
Gwen Stefani is an singer.,gwen stefani singer,SUPPORTS,43956,0,0,SUPPORTS,True,0.9895996,26,5,0-5,0.9-1.0
Cristiano Ronaldo was unathletic.,cristiano ronaldo unathletic,REFUTES,104782,1,1,REFUTES,True,0.99925774,33,4,0-5,0.9-1.0
Nicole Kidman is not a citizen of any country.,nicole kidman citizen country,REFUTES,98106,1,0,SUPPORTS,False,0.9910323,46,9,6-10,0.9-1.0
Richard Branson established Virgin Atlantic airlines.,richard branson established virgin atlantic airline,SUPPORTS,42378,0,0,SUPPORTS,True,0.991943,53,6,6-10,0.9-1.0
Sharon Tate was born on Saturn.,sharon tate born saturn,NOT ENOUGH INFO,62640,2,2,NOT ENOUGH INFO,True,0.9981699,31,6,6-10,0.9-1.0
Evonne Goolagong Cawley bestowed an Order of Australia.,evonne goolagong cawley bestowed order australia,NOT ENOUGH INFO,170499,2,0,SUPPORTS,False,0.92141944,55,8,6-10,0.9-1.0
"The Twilight series's is a young adult vampire romance series, the first book of which is called Twilight.",twilight series young adult vampire romance series first book called twilight,SUPPORTS,200498,0,0,SUPPORTS,True,0.9954817,106,18,16-20,0.9-1.0
Emmanuel Adebayor is an athlete.,emmanuel adebayor athlete,SUPPORTS,45534,0,0,SUPPORTS,True,0.98236865,32,5,0-5,0.9-1.0
Felicity Huffman boiled a Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series.,felicity huffman boiled primetime emmy award outstanding lead actress comedy series,NOT ENOUGH INFO,132484,2,2,NOT ENOUGH INFO,True,0.99237424,95,15,11-15,0.9-1.0
"Winnipeg is home to the Winnipeg Blue Bombers, the Winnpeg Jets, the Manitoba Moose, and the Winnipeg Goldeyes.",winnipeg home winnipeg blue bomber winnpeg jet manitoba moose winnipeg goldeyes,SUPPORTS,184943,0,0,SUPPORTS,True,0.99292207,111,18,16-20,0.9-1.0
Tim Rice penned a 1970 rock opera with Andrew Lloyd Webber.,tim rice penned 1970 rock opera andrew lloyd webber,SUPPORTS,208701,0,0,SUPPORTS,True,0.99103254,59,11,11-15,0.9-1.0
Mountains of the Moon (film) stars only English actors.,mountain moon film star english actor,REFUTES,209750,1,1,REFUTES,True,0.9949522,55,9,6-10,0.9-1.0
Philip Seymour Hoffman has an Award.,philip seymour hoffman award,SUPPORTS,35001,0,0,SUPPORTS,True,0.9950165,36,6,6-10,0.9-1.0
Naga Chaitanya was in a movie.,naga chaitanya movie,SUPPORTS,66937,0,0,SUPPORTS,True,0.99539137,30,6,6-10,0.9-1.0
Amerigo Vespucci was a traveler.,amerigo vespucci traveler,SUPPORTS,45369,0,0,SUPPORTS,True,0.9418195,32,5,0-5,0.9-1.0
Michael Keaton won a Golden Globe Award.,michael keaton golden globe award,SUPPORTS,17722,0,0,SUPPORTS,True,0.9878699,40,7,6-10,0.9-1.0
Willow Smith is not an American citizen.,willow smith american citizen,REFUTES,70274,1,1,REFUTES,True,0.9985898,40,7,6-10,0.9-1.0
Despicable Me's animation was done by Mac Guff.,despicable me animation done mac guff,SUPPORTS,64693,0,0,SUPPORTS,True,0.98860943,47,8,6-10,0.9-1.0
Little Boy was dropped by a plane piloted by a Colonel.,little boy dropped plane piloted colonel,SUPPORTS,202561,0,0,SUPPORTS,True,0.7593509,55,11,11-15,0.7-0.8
James Marsden worked with a director.,james marsden worked director,SUPPORTS,95918,0,0,SUPPORTS,True,0.98680395,37,6,6-10,0.9-1.0
Ringo Starr appeared in concert.,ringo starr appeared concert,NOT ENOUGH INFO,138148,2,2,NOT ENOUGH INFO,True,0.8778949,32,5,0-5,0.8-0.9
The 84th Academy Awards winners included Saving Face and Beginners.,84th academy award winner included saving face beginner,SUPPORTS,225525,0,0,SUPPORTS,True,0.9931385,67,10,6-10,0.9-1.0
"The Titanic's wreck is gradually disintegrating at a depth of 12,415 feet and has been excavated.",titanics wreck gradually disintegrating depth 12415 foot excavated,NOT ENOUGH INFO,111173,2,2,NOT ENOUGH INFO,True,0.5479398,97,16,16-20,0.5-0.6
"Guam was captured, and is still controlled today, by America.",guam captured still controlled today america,SUPPORTS,83011,0,0,SUPPORTS,True,0.9795172,61,10,6-10,0.9-1.0
"Graciosa, Canary Islands is in England.",graciosa canary island england,REFUTES,145531,1,1,REFUTES,True,0.99882835,39,6,6-10,0.9-1.0
Mozambique borders Zambia to the south.,mozambique border zambia south,SUPPORTS,191699,0,0,SUPPORTS,True,0.48427597,39,6,6-10,0.4-0.5
Alfred Hitchcock acted in at least fifty full-length plays.,alfred hitchcock acted least fifty fulllength play,NOT ENOUGH INFO,111934,2,0,SUPPORTS,False,0.8636641,59,9,6-10,0.8-0.9
Sofia Coppola only works in television.,sofia coppola work television,REFUTES,112873,1,1,REFUTES,True,0.99154305,39,6,6-10,0.9-1.0
Sons of Anarchy was on TV.,son anarchy tv,SUPPORTS,90477,0,0,SUPPORTS,True,0.983993,26,6,6-10,0.9-1.0
Iraq can be found in West Asia.,iraq found west asia,SUPPORTS,74471,0,0,SUPPORTS,True,0.9937736,31,7,6-10,0.9-1.0
The Boys from Brazil stars Gregory Peck.,boy brazil star gregory peck,SUPPORTS,13102,0,0,SUPPORTS,True,0.7922535,40,7,6-10,0.7-0.8
Marie Curie studied while Warsaw was under the Russian Empire's control but still gained recognition.,marie curie studied warsaw russian empire control still gained recognition,NOT ENOUGH INFO,56473,2,2,NOT ENOUGH INFO,True,0.9965779,101,15,11-15,0.9-1.0
Maria Sharapova plays freelance tennis.,maria sharapova play freelance tennis,REFUTES,29957,1,1,REFUTES,True,0.9986915,39,5,0-5,0.9-1.0
James McAvoy is a person who acts.,james mcavoy person act,SUPPORTS,24097,0,0,SUPPORTS,True,0.99623114,34,7,6-10,0.9-1.0
The Illusionist is a horror film.,illusionist horror film,REFUTES,115774,1,2,NOT ENOUGH INFO,False,0.7003379,33,6,6-10,0.7-0.8
Laura Linney failed to have an acting career.,laura linney failed acting career,REFUTES,203949,1,1,REFUTES,True,0.9990821,45,8,6-10,0.9-1.0
Miley Cyrus is unable to act.,miley cyrus unable act,REFUTES,127693,1,1,REFUTES,True,0.9991072,29,6,6-10,0.9-1.0
Diane Ruggiero is American.,diane ruggiero american,SUPPORTS,2958,0,0,SUPPORTS,True,0.9908779,27,4,0-5,0.9-1.0
There are zero actors in Pitch Perfect 3.,zero actor pitch perfect 3,REFUTES,182716,1,1,REFUTES,True,0.99925846,41,8,6-10,0.9-1.0
Miss Peregrine's Home for Peculiar Children is only a blog.,miss peregrine home peculiar child blog,REFUTES,218404,1,2,NOT ENOUGH INFO,False,0.98719436,59,10,6-10,0.9-1.0
Ellen DeGeneres is bisexual.,ellen degeneres bisexual,REFUTES,53759,1,1,REFUTES,True,0.52371806,28,4,0-5,0.5-0.6
Mr. Freeze is a supervillain.,mr freeze supervillain,SUPPORTS,120895,0,0,SUPPORTS,True,0.9951762,29,5,0-5,0.9-1.0
The Wizard of Oz is from 1948.,wizard oz 1948,REFUTES,116934,1,1,REFUTES,True,0.9966164,30,7,6-10,0.9-1.0
Views had a single.,view single,SUPPORTS,157077,0,0,SUPPORTS,True,0.98869544,19,4,0-5,0.9-1.0
Nepal was ruled by the Shah dynasty until 2008.,nepal ruled shah dynasty 2008,SUPPORTS,109489,0,0,SUPPORTS,True,0.65379345,47,9,6-10,0.6-0.7
Babe Ruth was a person.,babe ruth person,SUPPORTS,116216,0,0,SUPPORTS,True,0.99637395,23,5,0-5,0.9-1.0
Megan Fox played a regular role on the Hope & Faith television sitcom.,megan fox played regular role hope faith television sitcom,SUPPORTS,39367,0,0,SUPPORTS,True,0.9860723,70,13,11-15,0.9-1.0
Scotland's Hebrides is widespread and diverse with many islands.,scotland hebrides widespread diverse many island,SUPPORTS,33767,0,0,SUPPORTS,True,0.9651459,64,9,6-10,0.9-1.0
"Tyler, The Creator is an American rapper.",tyler creator american rapper,SUPPORTS,92159,0,0,SUPPORTS,True,0.98298866,41,7,6-10,0.9-1.0
Rosamund Pike won an award.,rosamund pike award,SUPPORTS,33245,0,0,SUPPORTS,True,0.99523866,27,5,0-5,0.9-1.0
Glen Campbell won an award.,glen campbell award,SUPPORTS,146293,0,0,SUPPORTS,True,0.9931144,27,5,0-5,0.9-1.0
Romelu Lukaku was a Anderlecht team player.,romelu lukaku anderlecht team player,SUPPORTS,28620,0,0,SUPPORTS,True,0.99273336,43,7,6-10,0.9-1.0
Frank Ocean released Blonde.,frank ocean released blonde,SUPPORTS,115376,0,0,SUPPORTS,True,0.63107127,28,4,0-5,0.6-0.7
Drama school offers Bachelor of Design.,drama school offer bachelor design,SUPPORTS,228867,0,0,SUPPORTS,True,0.98290294,39,6,6-10,0.9-1.0
Marc Maron was the host of a show.,marc maron host show,SUPPORTS,123412,0,0,SUPPORTS,True,0.9953732,34,8,6-10,0.9-1.0
Paul Bettany and Jennifer Connelly have two children.,paul bettany jennifer connelly two child,SUPPORTS,23991,0,0,SUPPORTS,True,0.8659804,53,8,6-10,0.8-0.9
Zach Galifianakis was passed up for a role in Birdman.,zach galifianakis passed role birdman,SUPPORTS,47189,0,1,REFUTES,False,0.99563146,54,10,6-10,0.9-1.0
Bus Stop (1956 film) was the first film Monroe appeared in after studying at a studio in New York.,bus stop 1956 film first film monroe appeared studying studio new york,SUPPORTS,156166,0,0,SUPPORTS,True,0.98892003,98,19,16-20,0.9-1.0
Kangana Ranaut was alive.,kangana ranaut alive,SUPPORTS,88192,0,0,SUPPORTS,True,0.9957528,25,4,0-5,0.9-1.0
A Song of Ice and Fire is a series and it is by an American.,song ice fire series american,SUPPORTS,200743,0,0,SUPPORTS,True,0.99273294,60,15,11-15,0.9-1.0
Arya Stark was created by an American author.,arya stark created american author,SUPPORTS,120863,0,0,SUPPORTS,True,0.9921996,45,8,6-10,0.9-1.0
Hugh Jackman won an award.,hugh jackman award,SUPPORTS,32044,0,0,SUPPORTS,True,0.993379,26,5,0-5,0.9-1.0
James A. Woods starred in a film that won an award at The Comedy Festival.,james wood starred film award comedy festival,SUPPORTS,50284,0,0,SUPPORTS,True,0.95377004,74,15,11-15,0.9-1.0
John Cusack is an actor.,john cusack actor,SUPPORTS,119503,0,0,SUPPORTS,True,0.99528,24,5,0-5,0.9-1.0
Dwayne Johnson is an American politician.,dwayne johnson american politician,NOT ENOUGH INFO,97624,2,0,SUPPORTS,False,0.9677728,41,6,6-10,0.9-1.0
Snoop Dogg was involved with an American record label,snoop dogg involved american record label,SUPPORTS,206007,0,0,SUPPORTS,True,0.98894393,53,9,6-10,0.9-1.0
Three Days of the Condor is a film.,three day condor film,SUPPORTS,126983,0,0,SUPPORTS,True,0.98249394,35,8,6-10,0.9-1.0
Jane Lynch is an actress.,jane lynch actress,SUPPORTS,168679,0,0,SUPPORTS,True,0.99172616,25,5,0-5,0.9-1.0
Large numbers of civilians were not executed during the French Revolution.,large number civilian executed french revolution,REFUTES,86794,1,0,SUPPORTS,False,0.85548526,74,11,11-15,0.8-0.9
There is an actor named Philip Seymour Hoffman.,actor named philip seymour hoffman,SUPPORTS,43266,0,0,SUPPORTS,True,0.9955147,47,8,6-10,0.9-1.0
George R. R. Martin wrote a novel called A Game of Thrones.,george r r martin wrote novel called game throne,SUPPORTS,103399,0,0,SUPPORTS,True,0.79157704,59,12,11-15,0.7-0.8
The Hermetic Order of the Golden Dawn is also called by another name.,hermetic order golden dawn also called another name,SUPPORTS,94696,0,0,SUPPORTS,True,0.850064,69,13,11-15,0.8-0.9
Michael Caine starred in a movie.,michael caine starred movie,SUPPORTS,141036,0,0,SUPPORTS,True,0.99567777,33,6,6-10,0.9-1.0
Mark Hamill is only a producer.,mark hamill producer,REFUTES,147977,1,1,REFUTES,True,0.99785966,31,6,6-10,0.9-1.0
March 16 is the day Richard Nixon's wife died.,march 16 day richard nixon wife died,REFUTES,193330,1,0,SUPPORTS,False,0.9945844,46,9,6-10,0.9-1.0
Bryan Cranston played Dr. Tim Whatley on a NBC comedy series.,bryan cranston played dr tim whatley nbc comedy series,SUPPORTS,4802,0,0,SUPPORTS,True,0.9885938,61,11,11-15,0.9-1.0
Ashley Judd is not involved in global humanitarian efforts.,ashley judd involved global humanitarian effort,REFUTES,133192,1,0,SUPPORTS,False,0.98531437,59,9,6-10,0.9-1.0
Dangerous Liaisons is based on Christopher Hampton's novel.,dangerous liaison based christopher hampton novel,REFUTES,166161,1,0,SUPPORTS,False,0.9387268,59,8,6-10,0.9-1.0
The television series Fargo has an anthology format.,television series fargo anthology format,SUPPORTS,8527,0,0,SUPPORTS,True,0.8496786,52,8,6-10,0.8-0.9
"Cyndi Lauper released the song ""Girls Just Want to Have Fun"" in 1987.",cyndi lauper released song girl want fun 1987,REFUTES,33566,1,0,SUPPORTS,False,0.9870955,69,13,11-15,0.9-1.0
Zendaya is a performer.,zendaya performer,SUPPORTS,100872,0,0,SUPPORTS,True,0.9963419,23,4,0-5,0.9-1.0
The Bourne Supremacy stars Matt Damon.,bourne supremacy star matt damon,SUPPORTS,20520,0,0,SUPPORTS,True,0.4806707,38,6,6-10,0.4-0.5
The Minnesota Vikings is a National Football League team.,minnesota viking national football league team,SUPPORTS,85869,0,0,SUPPORTS,True,0.9943453,57,9,6-10,0.9-1.0
Steven Spielberg directed a true crime drama film.,steven spielberg directed true crime drama film,NOT ENOUGH INFO,26166,2,0,SUPPORTS,False,0.80332476,50,8,6-10,0.8-0.9
Kurt Angle wrestles.,kurt angle wrestle,SUPPORTS,8919,0,0,SUPPORTS,True,0.9960757,20,3,0-5,0.9-1.0
Christina Applegate died before the production of the film Bad Moms began.,christina applegate died production film bad mom began,REFUTES,92105,1,1,REFUTES,True,0.9930484,74,12,11-15,0.9-1.0
Night Visions is an album by Imagine Dragons.,night vision album imagine dragon,SUPPORTS,10864,0,0,SUPPORTS,True,0.98795354,45,8,6-10,0.9-1.0
Up All Night is an album by One Direction.,night album one direction,SUPPORTS,179204,0,0,SUPPORTS,True,0.99320614,42,9,6-10,0.9-1.0
Laurence Fishburne acted in a play.,laurence fishburne acted play,SUPPORTS,129868,0,2,NOT ENOUGH INFO,False,0.5477527,35,6,6-10,0.5-0.6
The Sopranos is a show.,soprano show,SUPPORTS,158247,0,0,SUPPORTS,True,0.99469674,23,5,0-5,0.9-1.0
Adele finished college in 2012.,adele finished college 2012,NOT ENOUGH INFO,115321,2,2,NOT ENOUGH INFO,True,0.9972778,31,5,0-5,0.9-1.0
Giada De Laurentiis has been a contributor to a morning TV program.,giada de laurentiis contributor morning tv program,SUPPORTS,101895,0,0,SUPPORTS,True,0.9952846,67,12,11-15,0.9-1.0
Danny Carey is a Japanese instrumentalist.,danny carey japanese instrumentalist,REFUTES,173865,1,1,REFUTES,True,0.99735945,42,6,6-10,0.9-1.0
Jamie Foxx is a performer.,jamie foxx performer,SUPPORTS,167820,0,0,SUPPORTS,True,0.9960043,26,5,0-5,0.9-1.0
Kaakha Kaakha is a film.,kaakha kaakha film,SUPPORTS,34705,0,1,REFUTES,False,0.697078,24,5,0-5,0.6-0.7
Lymelife takes place in Long Island.,lymelife take place long island,SUPPORTS,216501,0,0,SUPPORTS,True,0.9865123,36,6,6-10,0.9-1.0
